net,length_um
_0050_,3.625
_0221_,3.625
_0104_,3.605
_0266_,3.585
_0405_,3.565
_0109_,3.56
_2432_,3.56
_2587_,3.56
_0550_,3.54
_0668_,3.54
_1410_,3.54
_1463_,3.54
_1473_,3.54
_1491_,3.54
_1764_,3.54
_1937_,3.54
_1953_,3.54
_1977_,3.54
_2992_,3.54
_3080_,3.54
_3191_,3.54
_3241_,3.54
_3322_,3.54
_3345_,3.54
_3729_,3.54
_3748_,3.54
_3753_,3.54
_3802_,3.54
_3884_,3.54
_3922_,3.54
_3937_,3.54
_3946_,3.54
_4040_,3.54
_4093_,3.54
_4247_,3.54
net90,3.54
net554,3.54
net646,3.54
net799,3.54
net940,3.54
net1004,3.54
net1060,3.54
net1077,3.54
net1146,3.54
_0039_,3.535
_1246_,3.52
_0002_,3.505
_0298_,3.505
_0425_,3.505
_0651_,3.505
_0744_,3.505
_0764_,3.505
_0773_,3.505
_0850_,3.505
_1857_,3.505
_0579_,3.485
_0071_,3.465
_0131_,3.465
_0269_,3.465
_0313_,3.465
_0435_,3.465
_0525_,3.465
_0593_,3.465
_0618_,3.465
_0628_,3.465
_0656_,3.465
_0709_,3.465
_0765_,3.465
_0860_,3.465
_0897_,3.465
_0899_,3.465
_0925_,3.465
_0931_,3.465
_0946_,3.465
_3248_,3.44
_3268_,3.44
_3272_,3.44
_3300_,3.44
_3344_,3.44
_3373_,3.44
_3454_,3.44
_3458_,3.44
_3503_,3.44
_3557_,3.44
_3567_,3.44
_3610_,3.44
_3621_,3.44
_3781_,3.44
_4140_,3.44
_4185_,3.44
_4214_,3.44
net92,3.44
_2962_,3.43
_1428_,3.42
_1503_,3.42
_1586_,3.42
_2153_,3.42
_2422_,3.42
_2464_,3.42
_2479_,3.42
_2482_,3.42
_2564_,3.42
_2690_,3.42
_2839_,3.42
_3030_,3.42
_3159_,3.42
_3219_,3.42
_3234_,3.42
_3261_,3.42
_3274_,3.42
_3311_,3.42
_3356_,3.42
_3516_,3.42
_3691_,3.42
_3795_,3.42
_3906_,3.42
_4031_,3.42
_4054_,3.42
_4159_,3.42
_4167_,3.42
_4199_,3.42
net169,3.42
net273,3.42
net304,3.42
net663,3.42
_0555_,3.415
_0942_,3.415
_0634_,3.405
_1001_,3.405
_0511_,3.345
_0654_,3.345
_0752_,3.345
_0955_,3.345
_0153_,3.34
_0398_,3.34
_0006_,3.32
_0056_,3.32
_0306_,3.32
_0408_,3.32
_0526_,3.32
_0600_,3.32
_1130_,3.32
_1318_,3.32
_1331_,3.32
_1368_,3.32
_1737_,3.32
_2007_,3.32
_2054_,3.32
_3779_,3.32
net236,3.32
net241,3.32
net264,3.32
net301,3.32
net312,3.32
net377,3.32
net435,3.32
net447,3.32
net526,3.32
net603,3.32
net639,3.32
net665,3.32
net716,3.32
net719,3.32
net728,3.32
net774,3.32
net828,3.32
net844,3.32
net872,3.32
net969,3.32
net971,3.32
net1118,3.32
_1847_,3.3
_1860_,3.3
_2322_,3.3
_3579_,3.3
net428,3.3
net750,3.3
net1044,3.3
_0397_,3.295
_0001_,3.245
_0158_,3.245
_0171_,3.245
_0233_,3.245
_0292_,3.245
_0297_,3.245
_0461_,3.245
_0535_,3.245
_0549_,3.245
_0577_,3.245
_0735_,3.245
_0798_,3.245
_0811_,3.245
_0834_,3.245
_0234_,3.225
_0810_,3.225
_0965_,3.225
_1475_,3.22
_1565_,3.22
_2389_,3.22
_2818_,3.22
_2971_,3.22
net113,3.22
net279,3.22
net396,3.22
net478,3.22
net516,3.22
net525,3.22
net571,3.22
net752,3.22
net804,3.22
net963,3.22
net1068,3.22
net1100,3.22
net1105,3.22
_1408_,3.2
_1535_,3.2
_1899_,3.2
_2111_,3.2
net178,3.2
net443,3.2
net448,3.2
_2604_,3.18
_2908_,3.18
_0439_,3.175
_0475_,3.175
_0508_,3.175
_0624_,3.175
_0756_,3.175
_0915_,3.175
_0115_,3.165
_0448_,3.165
_0987_,3.165
_0089_,3.145
_0113_,3.145
_0107_,3.125
_0969_,3.125
_0488_,3.1
_1064_,3.1
_2200_,3.1
_2377_,3.1
_2450_,3.1
_2750_,3.1
_1329_,3.08
_1423_,3.08
_2022_,3.08
_2541_,3.08
_2855_,3.08
_2860_,3.08
_2919_,3.08
_2947_,3.08
_3211_,3.08
_3243_,3.08
_3286_,3.08
_3390_,3.08
_3436_,3.08
_3505_,3.08
_3580_,3.08
_3592_,3.08
_3695_,3.08
_3741_,3.08
_3909_,3.08
_3943_,3.08
_4055_,3.08
_4084_,3.08
_4122_,3.08
_4134_,3.08
_4203_,3.08
net368,3.08
net523,3.08
net533,3.08
net751,3.08
net794,3.08
net797,3.08
net825,3.08
net943,3.08
net1013,3.08
_0020_,3.045
_0200_,3.045
_0331_,3.045
_0441_,3.045
_0702_,3.045
_0729_,3.045
_0736_,3.045
_0822_,3.045
_0878_,3.045
_0000_,3.005
_0066_,3.005
_0127_,3.005
_0160_,3.005
_0248_,3.005
_0279_,3.005
_0336_,3.005
_0418_,3.005
_0491_,3.005
_0531_,3.005
_0716_,3.005
_0804_,3.005
_0807_,3.005
_0950_,3.005
_0963_,3.005
_0980_,3.005
_0319_,3
_0070_,2.98
_0927_,2.98
_2739_,2.98
_2957_,2.98
_3250_,2.98
_3309_,2.98
_3327_,2.98
_3383_,2.98
_3765_,2.98
_3903_,2.98
_3924_,2.98
_3997_,2.98
_4046_,2.98
_4053_,2.98
_4073_,2.98
_4131_,2.98
_4258_,2.98
_4259_,2.98
net779,2.98
_1082_,2.96
_1231_,2.96
_1724_,2.96
_1983_,2.96
_2136_,2.96
_2258_,2.96
_2280_,2.96
_2310_,2.96
_2330_,2.96
_2481_,2.96
_2534_,2.96
_2589_,2.96
_2599_,2.96
_2759_,2.96
_2828_,2.96
_3121_,2.96
_3170_,2.96
_3183_,2.96
_3299_,2.96
_3307_,2.96
_3403_,2.96
_3421_,2.96
_3472_,2.96
_3541_,2.96
_3556_,2.96
_3637_,2.96
_3768_,2.96
_3782_,2.96
_3904_,2.96
_4115_,2.96
_4234_,2.96
_4238_,2.96
net209,2.96
net243,2.96
net292,2.96
net295,2.96
net316,2.96
net389,2.96
net390,2.96
net497,2.96
net537,2.96
net795,2.96
net817,2.96
net935,2.96
_0414_,2.945
_0683_,2.945
_0827_,2.945
_0992_,2.945
_0042_,2.885
_0210_,2.885
_0232_,2.885
_0352_,2.885
_0386_,2.885
_0533_,2.885
_0580_,2.885
_0730_,2.885
_0784_,2.885
_0795_,2.885
_0859_,2.885
_0898_,2.885
_0968_,2.885
_0985_,2.885
_0989_,2.885
_0102_,2.88
_0324_,2.88
_0503_,2.88
_0595_,2.88
_0626_,2.88
_0677_,2.88
_0684_,2.88
_0796_,2.88
_0941_,2.88
_0063_,2.86
_0123_,2.86
_0154_,2.86
_0251_,2.86
_0296_,2.86
_0316_,2.86
_0812_,2.86
_0817_,2.86
_0828_,2.86
_0901_,2.86
_0932_,2.86
_0949_,2.86
_1004_,2.86
_1427_,2.86
_1620_,2.86
_1760_,2.86
_2048_,2.86
_2582_,2.86
net238,2.86
net260,2.86
net263,2.86
net335,2.86
net364,2.86
net386,2.86
net703,2.86
net786,2.86
net853,2.86
net870,2.86
net1027,2.86
_2615_,2.84
net272,2.84
_0243_,2.835
_0358_,2.835
_0364_,2.835
_0629_,2.835
_0801_,2.835
_0815_,2.835
_0010_,2.785
_0098_,2.785
_0103_,2.785
_0132_,2.785
_0143_,2.785
_0228_,2.785
_0346_,2.785
_0347_,2.785
_0369_,2.785
_0422_,2.785
_0433_,2.785
_0517_,2.785
_0675_,2.785
_0802_,2.785
_1015_,2.785
_2376_,2.77
_0249_,2.765
_1079_,2.76
_1362_,2.76
_1434_,2.76
_1514_,2.76
_1741_,2.76
_1870_,2.76
_1914_,2.76
_2127_,2.76
_2195_,2.76
_2236_,2.76
_2279_,2.76
_2438_,2.76
_2811_,2.76
net115,2.76
net197,2.76
net235,2.76
net299,2.76
net308,2.76
net332,2.76
net465,2.76
net486,2.76
net495,2.76
net578,2.76
net588,2.76
net668,2.76
net672,2.76
net675,2.76
net687,2.76
net706,2.76
net743,2.76
net777,2.76
net810,2.76
net812,2.76
net821,2.76
net845,2.76
net921,2.76
net925,2.76
net933,2.76
net980,2.76
net1006,2.76
net1008,2.76
net1020,2.76
net1055,2.76
net1086,2.76
net1098,2.76
net1125,2.76
_1499_,2.755
_1349_,2.74
_1433_,2.74
_2065_,2.74
_0053_,2.715
_0196_,2.715
_0206_,2.715
_0230_,2.715
_0349_,2.715
_0411_,2.715
_0415_,2.715
_0493_,2.715
_0521_,2.715
_0553_,2.715
_0648_,2.715
_0686_,2.715
_0726_,2.715
_0745_,2.715
_0750_,2.715
_0787_,2.715
_0790_,2.715
_0929_,2.715
_1120_,2.715
_0112_,2.705
_0136_,2.705
_0241_,2.705
_0402_,2.705
_0981_,2.665
_1016_,2.665
_1302_,2.64
_1600_,2.64
_2067_,2.64
_2216_,2.64
_2592_,2.64
_2673_,2.64
_2997_,2.64
_1142_,2.62
_1160_,2.62
_1293_,2.62
_1310_,2.62
_1477_,2.62
_1556_,2.62
_1596_,2.62
_1793_,2.62
_1910_,2.62
_2079_,2.62
_2299_,2.62
_2334_,2.62
_2374_,2.62
_2428_,2.62
_2436_,2.62
_2440_,2.62
_2710_,2.62
_2880_,2.62
_3016_,2.62
_3078_,2.62
_3161_,2.62
_3240_,2.62
_3284_,2.62
_3287_,2.62
_3298_,2.62
_3435_,2.62
_3473_,2.62
_3595_,2.62
_3598_,2.62
_3929_,2.62
_4018_,2.62
_4071_,2.62
net237,2.62
net367,2.62
net938,2.62
_0137_,2.595
_0178_,2.595
_0272_,2.595
_0476_,2.595
_0606_,2.595
_0857_,2.595
_0078_,2.585
_0128_,2.585
_0522_,2.585
_0605_,2.585
_0918_,2.585
_0004_,2.545
_0087_,2.545
_0100_,2.545
_0122_,2.545
_0129_,2.545
_0195_,2.545
_0211_,2.545
_0223_,2.545
_0252_,2.545
_0286_,2.545
_0311_,2.545
_0317_,2.545
_0334_,2.545
_0361_,2.545
_0407_,2.545
_0410_,2.545
_0519_,2.545
_0695_,2.545
_0722_,2.545
_0727_,2.545
_0741_,2.545
_0749_,2.545
_0774_,2.545
_0865_,2.545
_0934_,2.545
_0937_,2.545
_0948_,2.545
_0976_,2.545
_0978_,2.545
_0998_,2.545
_1005_,2.545
_1013_,2.545
_1018_,2.545
_0231_,2.52
_0284_,2.52
_0573_,2.52
_0826_,2.52
_2662_,2.52
_3188_,2.52
_3189_,2.52
_3199_,2.52
_3354_,2.52
_3632_,2.52
_3645_,2.52
_3800_,2.52
_3839_,2.52
_3857_,2.52
_4160_,2.52
net107,2.52
_1136_,2.5
_1229_,2.5
_1465_,2.5
_1484_,2.5
_1552_,2.5
_1868_,2.5
_2204_,2.5
_2292_,2.5
_2311_,2.5
_2317_,2.5
_2459_,2.5
_2533_,2.5
_2563_,2.5
_2568_,2.5
_2579_,2.5
_2631_,2.5
_2707_,2.5
_2716_,2.5
_2776_,2.5
_2852_,2.5
_2949_,2.5
_2978_,2.5
_3028_,2.5
_3215_,2.5
_3313_,2.5
_3380_,2.5
_3419_,2.5
_3431_,2.5
_3441_,2.5
_3635_,2.5
_3718_,2.5
_3786_,2.5
_3955_,2.5
_3982_,2.5
_4079_,2.5
_4098_,2.5
_4124_,2.5
_4173_,2.5
_4215_,2.5
net120,2.5
net172,2.5
net188,2.5
net194,2.5
net457,2.5
net460,2.5
net503,2.5
net555,2.5
net576,2.5
net759,2.5
net766,2.5
net801,2.5
_0013_,2.485
_0028_,2.485
_0152_,2.485
_0203_,2.485
_0204_,2.485
_0219_,2.485
_0293_,2.485
_0332_,2.485
_0371_,2.485
_0424_,2.485
_0591_,2.485
_0705_,2.485
_0708_,2.485
_0775_,2.485
_0785_,2.485
_0838_,2.485
_0839_,2.485
_0854_,2.485
_0900_,2.485
_0916_,2.485
_0933_,2.485
_0993_,2.485
_1022_,2.485
_0072_,2.425
_0321_,2.425
_0483_,2.425
_0170_,2.42
_0290_,2.42
_0291_,2.42
_0355_,2.42
_0359_,2.42
_0362_,2.42
_0368_,2.42
_0498_,2.42
_0506_,2.42
_0540_,2.42
_0547_,2.42
_0597_,2.42
_0635_,2.42
_0714_,2.42
_0759_,2.42
_0862_,2.42
_0880_,2.42
_0902_,2.42
_0975_,2.42
_1369_,2.4
_1550_,2.4
_1709_,2.4
_3372_,2.4
net144,2.4
net171,2.4
net184,2.4
net221,2.4
net309,2.4
net365,2.4
net419,2.4
net540,2.4
net542,2.4
net556,2.4
net606,2.4
net621,2.4
net623,2.4
net625,2.4
net631,2.4
net637,2.4
net658,2.4
net661,2.4
net671,2.4
net806,2.4
net822,2.4
net900,2.4
net912,2.4
net948,2.4
net961,2.4
net989,2.4
net1012,2.4
net1036,2.4
net1083,2.4
net1104,2.4
net1114,2.4
net1124,2.4
net1130,2.4
_4078_,2.38
_0162_,2.375
_0259_,2.375
_0478_,2.375
_0504_,2.375
_0711_,2.375
_0940_,2.375
_0995_,2.375
_1020_,2.375
_0024_,2.325
_0051_,2.325
_0094_,2.325
_0126_,2.325
_0157_,2.325
_0186_,2.325
_0207_,2.325
_0226_,2.325
_0258_,2.325
_0267_,2.325
_0308_,2.325
_0404_,2.325
_0434_,2.325
_0442_,2.325
_0499_,2.325
_0500_,2.325
_0523_,2.325
_0527_,2.325
_0646_,2.325
_0701_,2.325
_0720_,2.325
_0791_,2.325
_0847_,2.325
_0870_,2.325
_1121_,2.3
_1180_,2.3
_1206_,2.3
_1283_,2.3
_1294_,2.3
_1357_,2.3
_1554_,2.3
_1583_,2.3
_1593_,2.3
_1930_,2.3
_1965_,2.3
_1988_,2.3
_2093_,2.3
_2171_,2.3
_2507_,2.3
_2580_,2.3
net85,2.3
net118,2.3
net121,2.3
net124,2.3
net135,2.3
net137,2.3
net139,2.3
net142,2.3
net150,2.3
net151,2.3
net153,2.3
net155,2.3
net157,2.3
net161,2.3
net164,2.3
net167,2.3
net174,2.3
net175,2.3
net190,2.3
net206,2.3
net210,2.3
net219,2.3
net220,2.3
net223,2.3
net230,2.3
net232,2.3
net233,2.3
net242,2.3
net244,2.3
net246,2.3
net253,2.3
net255,2.3
net261,2.3
net267,2.3
net278,2.3
net283,2.3
net284,2.3
net285,2.3
net286,2.3
net287,2.3
net289,2.3
net300,2.3
net303,2.3
net307,2.3
net311,2.3
net323,2.3
net343,2.3
net344,2.3
net349,2.3
net350,2.3
net357,2.3
net358,2.3
net375,2.3
net379,2.3
net383,2.3
net388,2.3
net394,2.3
net395,2.3
net402,2.3
net410,2.3
net415,2.3
net417,2.3
net422,2.3
net424,2.3
net426,2.3
net431,2.3
net433,2.3
net437,2.3
net440,2.3
net453,2.3
net463,2.3
net469,2.3
net482,2.3
net484,2.3
net514,2.3
net521,2.3
net528,2.3
net532,2.3
net538,2.3
net545,2.3
net548,2.3
net562,2.3
net572,2.3
net575,2.3
net583,2.3
net593,2.3
net600,2.3
net605,2.3
net607,2.3
net616,2.3
net630,2.3
net638,2.3
net645,2.3
net647,2.3
net653,2.3
net655,2.3
net660,2.3
net667,2.3
net677,2.3
net684,2.3
net690,2.3
net710,2.3
net713,2.3
net714,2.3
net715,2.3
net727,2.3
net731,2.3
net737,2.3
net747,2.3
net748,2.3
net756,2.3
net760,2.3
net772,2.3
net773,2.3
net778,2.3
net784,2.3
net785,2.3
net788,2.3
net816,2.3
net823,2.3
net833,2.3
net837,2.3
net868,2.3
net908,2.3
net922,2.3
net927,2.3
net956,2.3
net959,2.3
net965,2.3
net988,2.3
net1002,2.3
net1009,2.3
net1017,2.3
net1021,2.3
net1024,2.3
net1061,2.3
net1062,2.3
net1096,2.3
net1128,2.3
_1402_,2.28
net319,2.28
net366,2.28
net519,2.28
_2956_,2.27
_0037_,2.255
_0095_,2.255
_0146_,2.255
_0199_,2.255
_0374_,2.255
_0403_,2.255
_0437_,2.255
_0467_,2.255
_0619_,2.255
_0772_,2.255
_0872_,2.255
_0911_,2.255
_0322_,2.205
_0365_,2.205
_0821_,2.205
_0444_,2.18
_1224_,2.18
_2159_,2.18
_2514_,2.18
_2519_,2.18
_2761_,2.18
_2765_,2.18
_2804_,2.18
_2898_,2.18
_2907_,2.18
_2914_,2.18
net924,2.18
_1108_,2.16
_1186_,2.16
_1230_,2.16
_1271_,2.16
_1588_,2.16
_1694_,2.16
_1727_,2.16
_1920_,2.16
_2032_,2.16
_2135_,2.16
_2154_,2.16
_2713_,2.16
_2863_,2.16
_2965_,2.16
_2975_,2.16
_3063_,2.16
_3181_,2.16
_3197_,2.16
_3207_,2.16
_3236_,2.16
_3501_,2.16
_3577_,2.16
_3585_,2.16
_3797_,2.16
_3897_,2.16
_3907_,2.16
_4022_,2.16
_4125_,2.16
_4146_,2.16
net271,2.16
net438,2.16
net494,2.16
net586,2.16
net855,2.16
net869,2.16
net958,2.16
net1091,2.16
_0026_,2.125
_0149_,2.125
_0176_,2.125
_0182_,2.125
_0188_,2.125
_0218_,2.125
_0222_,2.125
_0274_,2.125
_0303_,2.125
_0318_,2.125
_0338_,2.125
_0384_,2.125
_0471_,2.125
_0501_,2.125
_0543_,2.125
_0557_,2.125
_0682_,2.125
_0747_,2.125
_0846_,2.125
_0939_,2.125
_0947_,2.125
_0964_,2.125
_0988_,2.125
_0018_,2.085
_0106_,2.085
_0139_,2.085
_0201_,2.085
_0214_,2.085
_0247_,2.085
_0345_,2.085
_0348_,2.085
_0376_,2.085
_0387_,2.085
_0416_,2.085
_0436_,2.085
_0613_,2.085
_0636_,2.085
_0640_,2.085
_0664_,2.085
_0688_,2.085
_0718_,2.085
_0771_,2.085
_0800_,2.085
_0823_,2.085
_0871_,2.085
_0882_,2.085
_0894_,2.085
_0904_,2.085
_0945_,2.085
_0958_,2.085
_0309_,2.08
_1541_,2.06
_1972_,2.06
_3045_,2.06
_3047_,2.06
_3061_,2.06
_3146_,2.06
_3165_,2.06
_3169_,2.06
_3182_,2.06
_3212_,2.06
_3239_,2.06
_3244_,2.06
_3306_,2.06
_3317_,2.06
_3332_,2.06
_3366_,2.06
_3381_,2.06
_3382_,2.06
_3391_,2.06
_3407_,2.06
_3452_,2.06
_3459_,2.06
_3461_,2.06
_3467_,2.06
_3483_,2.06
_3485_,2.06
_3499_,2.06
_3520_,2.06
_3630_,2.06
_3656_,2.06
_3668_,2.06
_3678_,2.06
_3692_,2.06
_3734_,2.06
_3775_,2.06
_3796_,2.06
_3826_,2.06
_3881_,2.06
_3919_,2.06
_3925_,2.06
_3941_,2.06
_3950_,2.06
_3956_,2.06
_3971_,2.06
_3977_,2.06
_4003_,2.06
_4013_,2.06
_4016_,2.06
_4065_,2.06
_4076_,2.06
_4112_,2.06
_4175_,2.06
_4177_,2.06
_4188_,2.06
_4197_,2.06
_4200_,2.06
_4206_,2.06
_4253_,2.06
_1139_,2.04
_1364_,2.04
_1873_,2.04
_1891_,2.04
_2795_,2.04
_2902_,2.04
_3238_,2.04
_3364_,2.04
_3603_,2.04
_3698_,2.04
_3710_,2.04
_3727_,2.04
_3752_,2.04
_3754_,2.04
_3760_,2.04
_3763_,2.04
_3934_,2.04
_4089_,2.04
_4110_,2.04
_4118_,2.04
_4201_,2.04
_4224_,2.04
_4267_,2.04
net451,2.04
net488,2.04
_0513_,2.035
_0038_,2.025
_0073_,2.025
_0077_,2.025
_0079_,2.025
_0081_,2.025
_0101_,2.025
_0117_,2.025
_0119_,2.025
_0133_,2.025
_0138_,2.025
_0144_,2.025
_0161_,2.025
_0212_,2.025
_0216_,2.025
_0225_,2.025
_0235_,2.025
_0238_,2.025
_0261_,2.025
_0271_,2.025
_0273_,2.025
_0289_,2.025
_0302_,2.025
_0305_,2.025
_0310_,2.025
_0343_,2.025
_0350_,2.025
_0360_,2.025
_0391_,2.025
_0443_,2.025
_0450_,2.025
_0455_,2.025
_0456_,2.025
_0470_,2.025
_0472_,2.025
_0474_,2.025
_0477_,2.025
_0494_,2.025
_0496_,2.025
_0516_,2.025
_0537_,2.025
_0539_,2.025
_0544_,2.025
_0558_,2.025
_0565_,2.025
_0568_,2.025
_0623_,2.025
_0625_,2.025
_0649_,2.025
_0692_,2.025
_0696_,2.025
_0713_,2.025
_0715_,2.025
_0740_,2.025
_0770_,2.025
_0778_,2.025
_0781_,2.025
_0786_,2.025
_0805_,2.025
_0824_,2.025
_0842_,2.025
_0845_,2.025
_0866_,2.025
_0885_,2.025
_0888_,2.025
_0889_,2.025
_0891_,2.025
_0907_,2.025
_0912_,2.025
_0913_,2.025
_0917_,2.025
_0943_,2.025
_0972_,2.025
_0983_,2.025
_0997_,2.025
_3738_,2
_1269_,1.94
_1322_,1.94
_1448_,1.94
_1467_,1.94
_1568_,1.94
_1845_,1.94
_2045_,1.94
_2106_,1.94
_2321_,1.94
_2405_,1.94
net180,1.94
net217,1.94
net362,1.94
net376,1.94
net378,1.94
net467,1.94
net531,1.94
net568,1.94
net642,1.94
net662,1.94
net770,1.94
net815,1.94
net993,1.94
net1023,1.94
_0159_,1.915
_0295_,1.915
_0426_,1.915
_0609_,1.915
_0685_,1.915
_0841_,1.915
_0843_,1.915
_0974_,1.915
_0977_,1.915
_0017_,1.865
_0058_,1.865
_0080_,1.865
_0082_,1.865
_0114_,1.865
_0124_,1.865
_0134_,1.865
_0135_,1.865
_0140_,1.865
_0147_,1.865
_0148_,1.865
_0175_,1.865
_0183_,1.865
_0192_,1.865
_0198_,1.865
_0205_,1.865
_0209_,1.865
_0213_,1.865
_0240_,1.865
_0254_,1.865
_0301_,1.865
_0326_,1.865
_0340_,1.865
_0356_,1.865
_0370_,1.865
_0372_,1.865
_0427_,1.865
_0453_,1.865
_0458_,1.865
_0459_,1.865
_0481_,1.865
_0534_,1.865
_0554_,1.865
_0559_,1.865
_0562_,1.865
_0564_,1.865
_0582_,1.865
_0598_,1.865
_0610_,1.865
_0652_,1.865
_0667_,1.865
_0670_,1.865
_0681_,1.865
_0699_,1.865
_0706_,1.865
_0707_,1.865
_0723_,1.865
_0728_,1.865
_0731_,1.865
_0751_,1.865
_0754_,1.865
_0783_,1.865
_0818_,1.865
_0833_,1.865
_0849_,1.865
_0867_,1.865
_0961_,1.865
_0962_,1.865
_0982_,1.865
_1006_,1.865
_1014_,1.865
_1436_,1.84
_1561_,1.84
_1580_,1.84
_1928_,1.84
_1993_,1.84
_2320_,1.84
_2467_,1.84
_2494_,1.84
_2500_,1.84
_2557_,1.84
_2629_,1.84
_2807_,1.84
_2924_,1.84
net216,1.84
net336,1.84
net385,1.84
net404,1.84
net455,1.84
net458,1.84
net485,1.84
net509,1.84
net515,1.84
net541,1.84
net552,1.84
net553,1.84
net570,1.84
net579,1.84
net591,1.84
net615,1.84
net629,1.84
net636,1.84
net644,1.84
net649,1.84
net694,1.84
net702,1.84
net705,1.84
net709,1.84
net711,1.84
net722,1.84
net723,1.84
net724,1.84
net734,1.84
net757,1.84
net768,1.84
net791,1.84
net809,1.84
net836,1.84
net852,1.84
net854,1.84
net858,1.84
net866,1.84
net879,1.84
net888,1.84
net894,1.84
net898,1.84
net906,1.84
net914,1.84
net934,1.84
net939,1.84
net941,1.84
net946,1.84
net949,1.84
net962,1.84
net973,1.84
net979,1.84
net984,1.84
net986,1.84
net990,1.84
net1000,1.84
net1007,1.84
net1011,1.84
net1019,1.84
net1025,1.84
net1026,1.84
net1033,1.84
net1037,1.84
net1039,1.84
net1040,1.84
net1042,1.84
net1058,1.84
net1069,1.84
net1070,1.84
net1073,1.84
net1076,1.84
net1080,1.84
net1082,1.84
net1094,1.84
net1103,1.84
net1113,1.84
net1132,1.84
_1629_,1.82
_2281_,1.82
_2798_,1.82
_2955_,1.82
_1058_,1.72
_1326_,1.72
_1138_,1.7
_1282_,1.7
_1327_,1.7
_1344_,1.7
_1545_,1.7
_1567_,1.7
_1695_,1.7
_2169_,1.7
_2510_,1.7
_2596_,1.7
_2666_,1.7
_2899_,1.7
_2969_,1.7
_2985_,1.7
_3053_,1.7
_3245_,1.7
_3457_,1.7
_3607_,1.7
_3680_,1.7
_3682_,1.7
_3848_,1.7
_3953_,1.7
net560,1.7
net762,1.7
net952,1.7
_1097_,1.6
_2607_,1.6
_3119_,1.6
_3180_,1.6
_3185_,1.6
_3196_,1.6
_3204_,1.6
_3225_,1.6
_3323_,1.6
_3347_,1.6
_3359_,1.6
_3369_,1.6
_3468_,1.6
_3495_,1.6
_3548_,1.6
_3584_,1.6
_3609_,1.6
_3619_,1.6
_3655_,1.6
_3657_,1.6
_3724_,1.6
_3774_,1.6
_3820_,1.6
_3829_,1.6
_3834_,1.6
_3864_,1.6
_3894_,1.6
_3896_,1.6
_3910_,1.6
_3945_,1.6
_4027_,1.6
_4114_,1.6
_4190_,1.6
_4211_,1.6
_4230_,1.6
_4240_,1.6
_4241_,1.6
_0019_,1.575
_0052_,1.575
_0130_,1.575
_0145_,1.575
_0339_,1.575
_0367_,1.575
_0452_,1.575
_0574_,1.575
_0584_,1.575
_0587_,1.575
_0604_,1.575
_0704_,1.575
_0806_,1.575
_0836_,1.575
_0979_,1.575
_0999_,1.575
_2966_,1.53
_1134_,1.48
_1210_,1.48
_1226_,1.48
_1345_,1.48
_1396_,1.48
_1543_,1.48
_2096_,1.48
_2157_,1.48
_2267_,1.48
net88,1.48
net127,1.48
net205,1.48
net324,1.48
net348,1.48
net356,1.48
net439,1.48
net441,1.48
net608,1.48
net683,1.48
net744,1.48
net749,1.48
net818,1.48
net917,1.48
net985,1.48
net1005,1.48
net1052,1.48
net1072,1.48
_1509_,1.47
_0031_,1.405
_0032_,1.405
_0048_,1.405
_0076_,1.405
_0118_,1.405
_0174_,1.405
_0185_,1.405
_0342_,1.405
_0375_,1.405
_0379_,1.405
_0497_,1.405
_0530_,1.405
_0551_,1.405
_0611_,1.405
_0612_,1.405
_0697_,1.405
_0717_,1.405
_0875_,1.405
_0892_,1.405
_1000_,1.405
_1951_,1.38
_2060_,1.38
_2061_,1.38
_2303_,1.38
_2865_,1.38
_1444_,1.36
_1747_,1.36
_2758_,1.26
_1613_,1.15
_1566_,1.14
_1665_,1.14
_1752_,1.14
_1771_,1.14
_2009_,1.14
_2208_,1.14
_2694_,1.14
_2884_,1.14
_2972_,1.14
_3088_,1.14
_3160_,1.14
_3168_,1.14
_3184_,1.14
_3251_,1.14
_3279_,1.14
_3312_,1.14
_3365_,1.14
_3388_,1.14
_3392_,1.14
_3463_,1.14
_3497_,1.14
_3507_,1.14
_3511_,1.14
_3528_,1.14
_3547_,1.14
_3550_,1.14
_3554_,1.14
_3559_,1.14
_3572_,1.14
_3578_,1.14
_3624_,1.14
_3631_,1.14
_3641_,1.14
_3693_,1.14
_3704_,1.14
_3708_,1.14
_3714_,1.14
_3715_,1.14
_3726_,1.14
_3731_,1.14
_3732_,1.14
_3740_,1.14
_3755_,1.14
_3756_,1.14
_3767_,1.14
_3776_,1.14
_3790_,1.14
_3803_,1.14
_3812_,1.14
_3816_,1.14
_3835_,1.14
_3850_,1.14
_3939_,1.14
_3959_,1.14
_3962_,1.14
_3985_,1.14
_4002_,1.14
_4015_,1.14
_4063_,1.14
_4075_,1.14
_4088_,1.14
_4123_,1.14
_4151_,1.14
_4207_,1.14
_4232_,1.14
_4248_,1.14
_4263_,1.14
_4266_,1.14
_3518_,1.08
_3764_,1.06
_1311_,1.02
_1411_,1.02
_1490_,1.02
_1963_,1.02
_2146_,1.02
_2147_,1.02
_2239_,1.02
_2417_,1.02
_2696_,1.02
net116,1.02
net156,1.02
net170,1.02
net314,1.02
net566,1.02
net765,1.02
net814,1.02
net827,1.02
net875,1.02
net928,1.02
_1637_,0.92
_1894_,0.92
_2300_,0.92
_2671_,0.92
_2782_,0.92
_2785_,0.92
_2786_,0.92
_2876_,0.92
